employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-21159651,Travis,Gonzalez,Female,New York,New York City,2023-06-05,IT,IT Support Specialist,High School,58282,Good,No,1988-06-18,
00-36983030,Gregory,Padilla,Female,New York,Buffalo,2017-01-10,Sales,Sales Specialist,Bachelor,61968,Good,No,1980-05-14,
00-90648127,Andre,Graham,Female,New York,Rochester,2024-05-15,Sales,Sales Representative,Bachelor,66223,Good,Yes,1982-12-02,
00-78850990,Amanda,Rice,Female,New York,Buffalo,2019-05-18,Finance,Finance Manager,PhD,133800,Good,No,1978-06-22,
00-84734631,Sean,Warner,Female,Michigan,Grand Rapids,2016-08-19,Operations,Operations Manager,Master,106343,Good,Yes,1972-10-15,
00-82921170,Jon,Johnson,Female,New York,Rochester,2019-02-16,Sales,Sales Manager,Master,97923,Good,Yes,1993-10-24,
00-84470967,Anna,Cook,Female,New York,Buffalo,2019-09-18,Operations,Inventory Specialist,High School,52910,Satisfactory,Yes,2004-01-08,
00-18401342,Linda,Waters,Female,New York,Rochester,2018-08-24,HR,Recruiter,Bachelor,55444,Good,No,1980-08-13,
00-51034327,Richard,Carson,Female,New York,New York City,2019-12-24,Operations,Logistics Coordinator,Bachelor,58194,Good,No,2003-09-19,
00-53947932,Sheila,Weeks,Male,Pennsylvania,Allentown,2022-11-22,Customer Service,Help Desk Technician,High School,55674,Satisfactory,Yes,2002-10-09,
00-78700401,Samuel,Long,Female,Michigan,Warren,2016-11-15,Marketing,Content Creator,High School,56176,Satisfactory,No,1984-06-01,
00-24412290,Eduardo,Gomez,Female,New York,Buffalo,2018-01-25,Sales,Sales Representative,Bachelor,76550,Satisfactory,Yes,1974-10-24,
00-35231795,Alicia,Rivas,Male,Virginia,Virginia Beach,2017-09-29,HR,Recruiter,High School,70295,Good,No,2004-09-13,
00-21760471,Melissa,Smith,Female,New York,Rochester,2022-01-23,Sales,Sales Consultant,PhD,98084,Excellent,No,1984-03-02,
00-60855083,Tina,Powell,Female,New York,Rochester,2024-06-14,Sales,Sales Consultant,Master,93456,Needs Improvement,No,1973-03-25,
00-63350270,Craig,Hanna,Female,New York,Buffalo,2020-08-31,IT,IT Support Specialist,High School,56251,Good,No,2003-01-20,
00-40129718,Bridget,Fischer,Male,Ohio,Cleveland,2017-11-05,Sales,Sales Representative,Bachelor,81214,Excellent,No,1995-07-04,
00-88874493,Darren,Griffin,Male,New York,Buffalo,2021-07-08,IT,Software Developer,Master,94224,Good,No,1975-07-10,
00-94437041,Elizabeth,Martinez,Female,New York,New York City,2023-04-08,Marketing,SEO Specialist,Bachelor,66679,Good,No,1996-11-20,
00-17067675,Benjamin,Curry,Female,New York,Buffalo,2021-04-13,Customer Service,Customer Service Representative,Bachelor,62173,Good,No,1971-08-30,
00-13891393,Brenda,Stephens,Male,New York,Buffalo,2022-08-03,IT,IT Support Specialist,Bachelor,66539,Good,No,1985-12-18,
00-81439530,Carlos,Espinoza,Female,New York,New York City,2020-10-21,Finance,Financial Analyst,Master,94473,Satisfactory,Yes,1977-06-18,
00-40584869,Holly,Zimmerman,Male,North Carolina,Charlotte,2020-09-27,Customer Service,Customer Service Representative,High School,56050,Needs Improvement,No,2003-07-19,
00-55685117,Joseph,Smith,Female,New York,Rochester,2017-04-07,Operations,Logistics Coordinator,Bachelor,57526,Excellent,No,2000-08-18,
00-82518184,Elizabeth,Zimmerman,Male,Michigan,Detroit,2020-05-02,Operations,Logistics Coordinator,Bachelor,72757,Satisfactory,No,1971-05-12,
00-48991508,Kristen,Williams,Male,New York,Rochester,2023-08-26,Operations,Logistics Coordinator,Bachelor,60721,Good,No,1972-10-04,
00-49568600,Chelsea,Johnson,Male,Illinois,Chicago,2018-08-17,IT,IT Support Specialist,Bachelor,69834,Excellent,Yes,1985-04-07,
00-79350676,Kenneth,Greer,Male,New York,Rochester,2017-11-16,Customer Service,Customer Service Representative,Bachelor,64826,Satisfactory,No,2002-09-15,
00-71447718,Tyler,Gaines,Female,New York,Rochester,2020-10-31,Customer Service,Help Desk Technician,Bachelor,57565,Excellent,No,1998-08-27,
00-85301514,Catherine,Fritz,Male,New York,Buffalo,2024-09-05,Operations,Inventory Specialist,High School,56804,Satisfactory,Yes,1979-12-22,
00-75804038,Jeffrey,Brown,Male,New York,New York City,2018-06-29,Finance,Accountant,Bachelor,91971,Good,No,1993-03-13,
00-56778834,Brittany,Jennings,Male,New York,Buffalo,2022-11-12,IT,System Administrator,Bachelor,84929,Satisfactory,No,1981-08-07,
00-24919894,Robert,Morrison,Male,New York,New York City,2023-10-19,Operations,Inventory Specialist,High School,62921,Satisfactory,No,1974-08-10,
00-29254771,Kelly,Jenkins,Female,New York,Buffalo,2016-05-28,Sales,Sales Specialist,Master,74766,Good,No,1993-10-11,
00-72110699,Stephanie,Hernandez,Male,New York,Buffalo,2022-07-08,IT,System Administrator,Bachelor,95526,Good,No,1971-01-17,
00-98929256,Justin,Williams,Male,New York,New York City,2023-07-06,Sales,Sales Representative,Bachelor,79642,Good,No,2001-04-21,
00-28476277,Ashley,Wright,Male,New York,Buffalo,2017-11-19,Sales,Sales Specialist,PhD,58149,Good,Yes,1967-11-12,
00-95805091,Grant,Morris,Male,New York,Rochester,2021-03-13,Customer Service,Help Desk Technician,High School,62991,Good,No,1978-06-13,
00-72024978,Jason,Barker,Female,New York,Rochester,2015-07-20,Operations,Inventory Specialist,Bachelor,52556,Good,No,1983-10-15,
00-87926745,Elizabeth,Larson,Female,New York,New York City,2020-08-14,Marketing,Marketing Coordinator,Bachelor,55275,Good,Yes,1960-04-08,
00-23271654,Ashley,Wilson,Male,Michigan,Warren,2023-08-26,HR,Recruiter,High School,69899,Excellent,No,1972-06-22,
00-76617592,Sean,Smith,Female,New York,Rochester,2022-10-04,Sales,Sales Consultant,Bachelor,91586,Good,No,2003-04-14,
00-62508472,Lynn,Baker,Female,New York,Buffalo,2024-12-09,Customer Service,Customer Service Manager,PhD,88106,Good,No,1985-08-04,
00-34457853,Ryan,Travis,Male,New York,New York City,2022-09-14,HR,HR Assistant,Bachelor,74352,Good,Yes,1982-02-19,
00-38174991,Donald,Lewis,Male,New York,New York City,2020-01-20,Sales,Sales Specialist,Bachelor,76240,Good,Yes,1979-11-24,
00-68306519,Zachary,Weiss,Female,New York,Rochester,2023-07-29,Customer Service,Help Desk Technician,Bachelor,60647,Good,No,1983-07-15,
00-20994583,Megan,Garcia,Female,New York,Buffalo,2020-06-08,Operations,Logistics Coordinator,Bachelor,64411,Satisfactory,Yes,1984-01-17,
00-82312564,Brian,Moore,Male,New York,Rochester,2016-09-15,Customer Service,Customer Service Representative,High School,63829,Good,No,1968-09-29,
00-11524245,Donna,Mccoy,Male,Michigan,Detroit,2023-09-14,Operations,Logistics Coordinator,Bachelor,72266,Excellent,No,1993-07-04,
00-92838528,Courtney,Davis,Female,New York,Rochester,2022-12-28,Sales,Sales Representative,Bachelor,61423,Good,No,1970-08-11,
00-94594084,Rachel,Gardner,Male,Pennsylvania,Allentown,2023-11-07,Operations,Inventory Specialist,High School,57273,Satisfactory,No,1982-04-12,
00-72815282,Christopher,Wood,Male,New York,Rochester,2020-09-29,IT,Software Developer,Bachelor,109050,Needs Improvement,No,1988-03-08,
00-29838314,Karen,Duncan,Female,New York,New York City,2020-08-19,Customer Service,Support Specialist,High School,60107,Satisfactory,Yes,1995-08-20,
00-88544364,William,Kaiser,Male,New York,Buffalo,2017-08-16,IT,System Administrator,Master,66449,Good,Yes,1983-05-07,
00-94289287,Shane,Thomas,Male,Ohio,Cincinnati,2023-02-13,IT,System Administrator,Master,66937,Excellent,No,1976-09-11,
00-77725267,Christopher,Wallace,Male,New York,Rochester,2020-01-09,Customer Service,Help Desk Technician,High School,69731,Satisfactory,Yes,1970-01-30,
00-72368219,Jessica,Medina,Male,New York,Rochester,2024-08-31,Operations,Logistics Coordinator,Bachelor,63247,Satisfactory,Yes,1990-12-19,
00-99783064,Briana,Roberts,Female,New York,Buffalo,2018-09-14,Operations,Inventory Specialist,High School,51644,Excellent,No,2002-04-26,
00-62957459,William,Ochoa,Female,New York,Rochester,2015-11-27,Sales,Sales Consultant,Master,82472,Satisfactory,Yes,1991-11-21,
00-26355844,Chad,Payne,Female,New York,Rochester,2020-06-03,Operations,Operations Analyst,Master,58091,Satisfactory,No,1997-03-25,
00-11400593,Patricia,Torres,Male,Michigan,Warren,2017-02-23,Finance,Financial Analyst,Master,70165,Good,No,1986-10-24,
00-86974571,Eugene,Martinez,Female,New York,New York City,2024-12-07,Customer Service,Customer Service Representative,High School,54419,Good,Yes,1988-04-03,
00-96747374,Nicole,Boyd,Male,New York,Buffalo,2023-10-14,Customer Service,Customer Service Manager,Master,98811,Good,No,1982-07-28,
00-42661791,Sara,Duncan,Male,New York,Rochester,2022-06-21,IT,Software Developer,Bachelor,95889,Needs Improvement,No,1981-02-19,
00-17928349,Teresa,Brooks,Female,New York,New York City,2022-12-29,Operations,Logistics Coordinator,Bachelor,59638,Good,Yes,1967-09-30,
00-81808026,Alexander,Thompson,Female,New York,Rochester,2023-11-12,Sales,Sales Consultant,Master,97723,Good,No,1984-03-07,
00-26511054,Anthony,Fernandez,Male,New York,New York City,2015-06-12,Customer Service,Customer Service Representative,Bachelor,70311,Good,No,1976-07-20,
00-28203817,Thomas,Kennedy,Male,New York,Buffalo,2017-02-06,IT,IT Manager,PhD,116206,Excellent,Yes,1971-02-15,
00-37727245,Maria,White,Female,New York,New York City,2019-03-15,Customer Service,Help Desk Technician,Bachelor,73794,Satisfactory,No,1997-05-30,
00-81260169,Omar,Miller,Female,Michigan,Detroit,2020-08-19,Operations,Logistics Coordinator,Bachelor,60329,Good,No,1966-01-07,
00-63963175,Richard,Duran,Male,New York,New York City,2017-09-17,IT,Software Developer,Bachelor,102979,Good,No,1986-08-25,
00-39129670,Christopher,Moore,Male,New York,Buffalo,2022-12-13,Operations,Logistics Coordinator,Bachelor,63405,Satisfactory,Yes,1993-07-13,
00-90474782,Victor,Montoya,Male,New York,Buffalo,2019-04-16,IT,IT Support Specialist,Bachelor,69060,Good,Yes,1989-04-08,
00-57409708,Lacey,Greene,Male,New York,New York City,2017-06-14,Operations,Operations Analyst,Master,56592,Good,No,1974-03-14,
00-10954878,Anita,Wagner,Female,North Carolina,Raleigh,2021-06-29,Operations,Logistics Coordinator,Bachelor,60636,Excellent,Yes,1981-12-19,
00-67740709,Jessica,Myers,Female,New York,New York City,2016-09-17,Sales,Sales Specialist,Bachelor,76992,Needs Improvement,Yes,1987-05-15,
00-70446666,Sarah,Woods,Female,North Carolina,Greensboro,2022-09-04,Finance,Financial Analyst,Bachelor,64252,Good,Yes,2001-03-05,
00-54870630,Brendan,Williams,Male,New York,Buffalo,2023-05-18,Sales,Sales Manager,Master,75324,Needs Improvement,No,1985-06-25,
00-88488268,Jerome,Wilson,Female,New York,Buffalo,2019-12-18,IT,IT Support Specialist,High School,56373,Good,Yes,1985-04-07,
00-56535615,Krystal,Tyler,Female,Pennsylvania,Philadelphia,2023-06-14,Operations,Operations Analyst,Bachelor,70372,Good,No,1989-11-01,
00-60980034,Daniel,Simmons,Male,New York,Buffalo,2017-07-11,IT,Software Developer,Master,73897,Needs Improvement,No,1985-05-19,
00-92335103,Rachel,May,Female,New York,New York City,2015-03-10,Marketing,Marketing Manager,Bachelor,86090,Satisfactory,No,1984-11-19,
00-78190403,Tony,Craig,Male,New York,Buffalo,2024-11-09,Customer Service,Help Desk Technician,High School,88394,Good,No,1980-06-01,
00-34388806,Hannah,Grant,Male,Illinois,Naperville,2019-05-10,Finance,Accountant,Bachelor,65242,Needs Improvement,No,1993-12-10,
00-89792619,Jennifer,Gomez,Male,New York,Rochester,2019-10-30,IT,Software Developer,Master,82782,Satisfactory,No,1970-01-30,
00-65010375,Sarah,Carpenter,Male,New York,Buffalo,2015-11-30,Sales,Sales Specialist,Master,76966,Satisfactory,No,1981-12-28,
00-33768506,Linda,Santiago,Male,New York,Rochester,2020-06-03,Sales,Sales Representative,Bachelor,74135,Satisfactory,No,1962-09-19,
00-44210410,Hunter,Bowman,Male,Michigan,Detroit,2017-12-10,Operations,Inventory Specialist,High School,55742,Good,No,2003-06-06,
00-65325710,Cassandra,Fisher,Male,New York,New York City,2016-09-05,Operations,Inventory Specialist,High School,62104,Excellent,No,1993-08-10,
00-71985395,Justin,Bishop,Female,Michigan,Detroit,2024-05-29,Customer Service,Help Desk Technician,High School,80673,Good,Yes,2002-01-05,
00-37479430,Amy,Le,Male,New York,Buffalo,2018-12-30,Operations,Logistics Coordinator,Bachelor,60054,Good,No,1993-10-01,
00-64974875,Cheryl,Johnson,Female,Michigan,Grand Rapids,2023-06-25,Operations,Inventory Specialist,High School,58406,Good,No,1986-04-23,
00-26702017,William,Hernandez,Female,Michigan,Warren,2015-06-22,Sales,Sales Specialist,PhD,83587,Good,No,1970-02-21,
00-83398701,Alexander,Hoffman,Male,New York,New York City,2015-02-09,Operations,Inventory Specialist,High School,61943,Satisfactory,No,1977-06-03,
00-11110324,Paul,Moore,Female,New York,Rochester,2017-12-29,Marketing,SEO Specialist,High School,77019,Excellent,No,1988-07-11,
00-37988506,Michael,Wolf,Female,New York,New York City,2019-11-17,Operations,Logistics Coordinator,Bachelor,63459,Needs Improvement,Yes,1989-08-19,
00-23750417,Crystal,Hill,Male,New York,New York City,2017-08-01,Sales,Sales Representative,Bachelor,65740,Satisfactory,No,1998-03-25,
00-46317732,David,Shaw,Male,Pennsylvania,Allentown,2019-08-11,Customer Service,Customer Service Representative,Bachelor,64267,Good,No,1988-02-17,
00-87713623,Susan,Osborne,Female,New York,Rochester,2017-04-14,Operations,Logistics Coordinator,Bachelor,60322,Good,No,1978-12-28,
00-38375588,Amanda,Patel,Male,New York,Rochester,2024-07-13,Operations,Logistics Coordinator,Bachelor,67032,Satisfactory,No,2003-08-30,
00-87193004,Jeremy,Williams,Male,New York,New York City,2023-06-19,Marketing,Marketing Coordinator,Bachelor,71879,Good,No,1973-11-19,
00-63973235,Derrick,Green,Female,New York,Rochester,2017-07-06,Sales,Sales Manager,PhD,121291,Satisfactory,No,1968-04-19,
00-91444950,Edward,Archer,Female,North Carolina,Greensboro,2021-07-24,Marketing,Content Creator,Bachelor,51872,Good,No,2000-04-24,
00-86459518,Sean,Johnston,Male,Ohio,Columbus,2017-06-15,Customer Service,Help Desk Technician,High School,68647,Excellent,Yes,1983-08-29,
00-47342004,Andrew,Whitaker,Female,New York,Buffalo,2024-02-04,Marketing,Marketing Coordinator,Bachelor,71646,Good,Yes,1981-08-16,
00-46188108,Kevin,Lewis,Male,Michigan,Detroit,2023-11-19,Customer Service,Support Specialist,High School,55877,Good,No,1996-04-20,
00-41826980,Daniel,Kemp,Male,New York,New York City,2023-10-09,Operations,Logistics Coordinator,Bachelor,72827,Good,Yes,1983-09-12,
00-70891160,John,Guerrero,Female,New York,New York City,2017-08-21,Finance,Accountant,Bachelor,59764,Satisfactory,No,1980-04-15,
00-70869451,Danielle,Martin,Female,New York,Buffalo,2017-11-15,Sales,Sales Representative,Bachelor,57074,Satisfactory,No,1999-09-26,
00-96141406,Morgan,Espinoza,Male,New York,Rochester,2024-02-11,Customer Service,Customer Service Representative,Bachelor,72880,Good,No,1974-03-02,
00-26081719,Jesse,Alvarez,Male,New York,Buffalo,2023-06-08,IT,Software Developer,Master,80765,Satisfactory,No,2002-08-25,
00-46371543,Patricia,Peterson,Female,New York,New York City,2023-04-07,HR,HR Coordinator,Bachelor,58001,Good,Yes,1963-04-10,
00-50945382,Bradley,Scott,Male,New York,Rochester,2024-08-04,Operations,Inventory Specialist,High School,64246,Good,Yes,1970-03-20,
00-80157948,William,Morales,Female,New York,Buffalo,2023-10-30,Sales,Sales Consultant,PhD,90413,Good,Yes,1992-03-25,
00-37587974,Maria,Johnson,Female,New York,Buffalo,2020-03-05,HR,HR Coordinator,Master,59395,Good,No,2001-12-05,
00-58203522,Michael,Blanchard,Male,New York,New York City,2024-10-18,Sales,Sales Consultant,PhD,71134,Satisfactory,Yes,1992-09-26,
00-41411837,Kevin,Thomas,Male,New York,Rochester,2017-02-18,Operations,Operations Analyst,Master,60080,Satisfactory,No,1994-11-01,
00-73739506,Christina,Patterson,Female,New York,New York City,2019-09-10,IT,Software Developer,Master,85614,Good,No,1983-12-20,
00-41212087,Anthony,Lee,Male,Ohio,Columbus,2022-04-23,Operations,Logistics Coordinator,Bachelor,59902,Good,Yes,1999-05-30,
00-93575856,Joshua,French,Male,New York,Rochester,2024-06-10,Sales,Sales Specialist,PhD,68597,Needs Improvement,Yes,1992-09-26,
00-78806863,Richard,Brown,Female,Ohio,Cleveland,2023-10-21,IT,Software Developer,Master,107145,Satisfactory,No,1974-12-06,
00-35003381,Joy,Mosley,Female,Michigan,Detroit,2020-12-27,Operations,Inventory Specialist,High School,55868,Good,No,1998-11-28,
00-56799147,Julie,Barton,Male,New York,Rochester,2017-02-19,Customer Service,Customer Service Representative,Bachelor,71006,Good,No,1973-06-25,
00-45160491,Isabel,Wheeler,Male,New York,Buffalo,2016-08-10,Marketing,Content Creator,High School,62139,Good,No,1984-09-07,
00-41224916,Karen,Mccoy,Female,New York,New York City,2023-08-01,Customer Service,Support Specialist,Bachelor,56675,Excellent,No,1992-07-24,
00-97560003,Amber,Solomon,Male,New York,Rochester,2018-01-02,Customer Service,Customer Service Representative,Bachelor,73617,Good,No,1984-08-26,
00-10982850,Michelle,Murray,Male,Pennsylvania,Pittsburgh,2017-08-03,Finance,Financial Analyst,PhD,90194,Good,Yes,1961-05-16,
00-12641440,Dustin,Nelson,Female,New York,Buffalo,2016-06-20,Operations,Logistics Coordinator,Bachelor,65337,Excellent,No,1975-06-02,
00-89398528,Joseph,Black,Male,New York,Rochester,2023-02-10,Sales,Sales Representative,Bachelor,82046,Good,No,1995-06-06,
00-85836526,Kristin,Franco,Male,North Carolina,Greensboro,2017-08-30,Customer Service,Support Specialist,High School,64467,Good,No,1978-09-04,
00-42238832,Jack,Foster,Male,New York,Rochester,2023-05-27,Sales,Sales Representative,Bachelor,64100,Good,No,1975-06-20,
00-17985583,Stacey,Gardner,Female,New York,Rochester,2021-08-28,Marketing,Marketing Coordinator,Bachelor,55588,Excellent,Yes,1991-11-11,
00-51549296,Elizabeth,Williamson,Male,North Carolina,Greensboro,2016-12-21,Customer Service,Support Specialist,High School,63333,Needs Improvement,No,1995-06-29,
00-29353979,John,Hester,Male,New York,Rochester,2022-06-03,Customer Service,Support Specialist,Bachelor,65043,Excellent,Yes,1998-07-03,
00-13779742,Heather,Dunn,Female,Ohio,Cleveland,2020-05-01,Customer Service,Customer Service Representative,High School,63505,Good,No,1974-10-14,
00-73709054,Sarah,James,Female,Pennsylvania,Pittsburgh,2017-05-02,Sales,Sales Specialist,PhD,91281,Satisfactory,No,1985-07-23,
00-87086107,Haley,Delacruz,Male,New York,New York City,2019-05-08,IT,Software Developer,Bachelor,105888,Good,No,1988-12-01,
00-60089292,Matthew,Green,Male,New York,Buffalo,2016-05-01,Sales,Sales Representative,Bachelor,82553,Good,Yes,1966-11-12,
00-50070341,Linda,Williams,Female,New York,Rochester,2023-02-18,Customer Service,Support Specialist,High School,56409,Satisfactory,No,1998-02-08,
00-11877542,Christina,Bowen,Male,New York,New York City,2017-09-21,Customer Service,Customer Service Manager,Master,82004,Satisfactory,No,1991-08-14,
00-38720570,Henry,Kirk,Female,New York,Rochester,2017-10-31,Operations,Inventory Specialist,Bachelor,66683,Good,No,1963-09-10,
00-81614472,Tim,Ward,Male,New York,New York City,2023-09-28,Customer Service,Help Desk Technician,Bachelor,66246,Good,No,1973-11-20,
00-35826028,Sarah,Small,Female,New York,Rochester,2018-01-18,Sales,Sales Representative,Bachelor,75916,Good,Yes,1983-09-16,
00-23316648,Michael,Jones,Male,Florida,Miami,2022-01-31,Sales,Sales Specialist,PhD,83847,Good,No,1965-01-28,
00-73738810,Roberto,Chandler,Male,Illinois,Naperville,2015-03-30,IT,Software Developer,Master,96023,Excellent,No,1990-10-13,
00-70216892,Marissa,Medina,Male,Illinois,Chicago,2022-10-27,Operations,Inventory Specialist,Bachelor,66689,Satisfactory,Yes,1999-01-17,
00-30326795,Angela,Foster,Female,New York,New York City,2023-06-13,IT,Software Developer,Master,83127,Satisfactory,Yes,1997-09-29,
00-54992623,Leonard,Jenkins,Male,Virginia,Norfolk,2023-10-03,IT,Software Developer,Master,99137,Good,No,1986-12-01,
00-65580175,Deborah,Garcia,Female,New York,New York City,2022-08-13,Sales,Sales Consultant,PhD,113310,Satisfactory,Yes,1963-12-19,
00-58370857,Jordan,Watson,Male,New York,Buffalo,2017-01-22,IT,IT Support Specialist,Bachelor,69103,Excellent,No,1976-09-19,
00-14184542,Nicholas,Smith,Male,Virginia,Norfolk,2015-01-10,Sales,Sales Representative,Bachelor,70531,Good,No,1997-12-22,
00-91190343,Brooke,Curtis,Male,North Carolina,Greensboro,2018-04-27,IT,System Administrator,Master,94741,Excellent,No,1988-05-31,
00-76428759,Lindsay,Evans,Male,New York,Rochester,2017-08-14,Operations,Operations Analyst,Bachelor,73012,Good,No,1989-10-05,
00-85576096,John,Williams,Female,New York,Rochester,2024-12-23,Sales,Sales Representative,Bachelor,64298,Satisfactory,No,1994-01-30,
00-71927371,Nicholas,Brooks,Male,New York,Rochester,2017-12-03,Sales,Sales Consultant,Bachelor,81293,Excellent,No,1988-08-26,
00-35435139,Joshua,Leach,Female,New York,New York City,2022-12-01,IT,Software Developer,Master,94461,Good,No,1990-08-22,
00-70595412,Angela,Graham,Male,New York,New York City,2017-07-13,Operations,Inventory Specialist,High School,62595,Good,No,1960-12-10,
00-37406435,Robert,Murphy,Male,Michigan,Warren,2020-06-18,IT,Software Developer,Bachelor,94269,Satisfactory,No,1992-11-30,
00-15537346,Jose,Smith,Female,New York,Buffalo,2022-11-04,Operations,Operations Analyst,Bachelor,77486,Satisfactory,No,1985-03-24,
00-97924151,Sarah,Edwards,Male,New York,New York City,2018-12-03,Sales,Sales Representative,Bachelor,81140,Satisfactory,No,1994-12-15,
00-26099456,Michael,Avila,Male,New York,Buffalo,2015-05-13,Sales,Sales Representative,Bachelor,71663,Needs Improvement,No,1998-10-01,
00-47490735,Amanda,Johnson,Female,New York,New York City,2022-06-25,Marketing,Content Creator,High School,57966,Good,No,1987-09-26,
00-24892710,Kimberly,Parker,Male,Michigan,Warren,2020-05-03,IT,System Administrator,Master,80231,Good,No,2000-08-03,
00-19180850,Tami,Lee,Female,New York,Buffalo,2019-07-16,Sales,Sales Consultant,Master,74411,Needs Improvement,Yes,2004-04-05,
00-44471853,Linda,Johnson,Male,New York,Buffalo,2018-02-20,Sales,Sales Consultant,Master,87845,Good,No,1984-06-16,
00-29421271,John,Casey,Female,New York,Buffalo,2023-04-11,HR,Recruiter,Bachelor,72709,Good,No,1966-09-28,
00-27682464,Lauren,Liu,Male,New York,Buffalo,2017-11-01,IT,Software Developer,Bachelor,105756,Needs Improvement,Yes,2001-01-02,
00-96965812,David,Schultz,Male,Michigan,Warren,2019-10-27,Operations,Logistics Coordinator,Bachelor,61357,Excellent,No,1994-01-24,
00-34304645,Robert,Haynes,Male,Florida,Orlando,2017-01-22,Customer Service,Support Specialist,High School,65040,Good,No,2000-10-05,
00-21043725,Daniel,Chen,Male,New York,New York City,2017-08-23,Operations,Operations Analyst,Bachelor,91797,Satisfactory,No,1993-02-12,
00-12284070,Charlene,Perez,Male,New York,New York City,2020-01-21,Operations,Logistics Coordinator,Bachelor,70185,Satisfactory,No,1973-03-31,
00-69871522,Albert,Frederick,Female,Virginia,Norfolk,2023-06-15,Operations,Inventory Specialist,Bachelor,57564,Good,No,1981-05-12,
00-60442729,Ethan,Lopez,Male,New York,Rochester,2021-03-09,Operations,Operations Analyst,Master,75572,Good,Yes,1990-01-17,
00-34512392,Edwin,White,Male,New York,Rochester,2019-10-23,Operations,Inventory Specialist,Bachelor,59181,Satisfactory,Yes,1971-08-31,
00-52386800,Lauren,Patterson,Male,New York,Rochester,2016-12-08,Operations,Operations Analyst,Master,67352,Good,No,1999-05-28,
00-64891734,Timothy,Douglas,Male,New York,Buffalo,2016-04-30,Sales,Sales Representative,Bachelor,60898,Good,No,1982-04-28,
00-50279806,Richard,Gallagher,Female,New York,Rochester,2022-08-27,Marketing,Content Creator,Bachelor,60835,Good,No,1996-08-22,
00-27976656,Carlos,Johnson,Male,New York,New York City,2017-01-31,HR,Recruiter,High School,66706,Excellent,No,1993-06-15,
00-58196283,Gregory,Fletcher,Male,Florida,Orlando,2020-02-08,Operations,Inventory Specialist,Bachelor,59959,Excellent,No,1998-07-03,
00-61306730,Christopher,Bartlett,Male,Michigan,Grand Rapids,2015-11-27,Operations,Logistics Coordinator,Bachelor,66401,Good,No,1977-09-02,
00-87171497,Wesley,Frye,Male,New York,New York City,2022-07-27,Customer Service,Support Specialist,High School,63900,Good,Yes,1983-12-13,
00-88039848,Laura,Fowler,Female,New York,Rochester,2024-01-24,Finance,Financial Analyst,Master,70209,Good,No,1983-11-18,
00-67695778,Adam,Strong,Female,Pennsylvania,Allentown,2020-07-27,Marketing,Content Creator,High School,58128,Good,No,2003-03-25,
00-48323962,Alexis,Wells,Female,New York,Buffalo,2022-07-20,IT,IT Manager,PhD,104419,Good,Yes,1982-01-12,
00-44265686,Tina,Olson,Male,New York,Rochester,2019-07-12,IT,IT Support Specialist,High School,54484,Excellent,No,1994-11-16,
00-78946993,Victoria,Anderson,Female,Michigan,Grand Rapids,2022-12-06,Customer Service,Help Desk Technician,High School,52804,Satisfactory,No,1995-12-15,
00-72224542,Christian,Lane,Female,Illinois,Chicago,2018-12-09,Operations,Inventory Specialist,Bachelor,62088,Good,No,1991-09-02,
00-77135692,Shelly,Wallace,Female,New York,Rochester,2020-11-01,HR,Recruiter,High School,55620,Satisfactory,No,2001-04-06,
00-44737951,Phyllis,Galvan,Female,Michigan,Grand Rapids,2015-04-17,Customer Service,Support Specialist,High School,63158,Needs Improvement,Yes,1970-07-09,
00-68830582,Sean,Gamble,Male,New York,Rochester,2023-06-08,Sales,Sales Specialist,Bachelor,90341,Good,No,1982-05-22,
00-85773305,Laura,Farrell,Female,New York,Buffalo,2016-09-05,Marketing,Marketing Coordinator,Bachelor,60806,Satisfactory,No,1976-05-13,
00-49134657,Lisa,Jones,Female,New York,Buffalo,2021-10-11,Operations,Operations Analyst,Master,63204,Good,Yes,1993-06-12,
00-21509711,Daniel,Martin,Male,New York,Buffalo,2019-03-21,Operations,Logistics Coordinator,Bachelor,68719,Good,Yes,2000-01-07,
00-64178854,Allison,Perez,Male,Virginia,Virginia Beach,2020-10-22,Operations,Inventory Specialist,High School,66694,Satisfactory,No,1980-06-26,
00-81012790,Nicole,Peterson,Male,New York,Buffalo,2024-06-16,Marketing,SEO Specialist,High School,79872,Satisfactory,No,1980-05-17,
00-91594909,Michael,Chapman,Male,New York,New York City,2024-05-29,Finance,Financial Analyst,Master,89875,Excellent,No,1995-03-16,
00-36491961,Michelle,Patel,Male,New York,New York City,2023-06-29,IT,System Administrator,Master,94271,Good,No,1975-03-23,
00-82522192,Angela,Beltran,Female,New York,New York City,2017-09-04,Operations,Operations Analyst,Bachelor,64316,Satisfactory,No,1990-02-02,
00-70270117,Gary,Lucero,Male,New York,Buffalo,2024-07-18,Operations,Operations Analyst,Bachelor,92997,Satisfactory,No,1989-05-24,
00-31168865,Gregory,Anderson,Female,New York,Buffalo,2016-09-17,IT,Software Developer,Master,103694,Satisfactory,No,1980-01-24,
00-65058585,Angela,Potter,Male,New York,Rochester,2018-07-15,IT,IT Support Specialist,High School,56438,Good,Yes,1994-10-01,
